"is_spam","post_text","comment_text"
True,"@AuntBee8 @AnandaPradip Are you also calling Suharto’s regime change in 1998 a ‘Color Revolution’ just because the issue was corruption? Then what about Sukarno’s fall in 1965/66? That wasn’t a Color Revolution, because the issue wasn’t corruption.",NULL
False,"14. Lakukan pengecekan Pra-produksi

#MBG
#MakananBergiziGratis
#manajemendapurMBG
#StopKorupsi
#StopKeracunanMBG
#LanjutkanMBG https://t.co/VqnDGqd6va",NULL
False,"Buka Lowongan kerja untuk kawan-kawan HSE yang jago Food Safety buat bantu ngawasi MBG dong pak @prabowo @gibran_rakabuming @badangizinasional.ri

Bisa buat penyerapan tenaga kerja juga lho

#infok3 #hsemedia #mediahse #hseindonesia #safetyfirst #safetyworker #keselamatankerja #kesehatankerja #keracunanmakanan #makanbergizigratis #hseadalahkita",NULL
False,"menunggu ""suara ibu peduli"" 2.0 buat protes mbg. jogja udah mulai, tinggal kota2 lain, hayuk atuh mak emak pengajian gerak",NULL
True,"@txtdrimedia Bukankah mbg buat siswa yg ga sarapan biar bisa makan? Bukankah dapur punya kewenangan bikin menu nusantara?

Pihak bersalah selalu lihai mencari alasan untuk berkilah 🫠🫠🫠",NULL
True,"🚨 Vane Viper just generated 1 TRILLION DNS queries to power a massive global malware &amp; ad fraud network! Unbelievable scale. #CyberAttack #Fraud https://t.co/jMlFRhq25V",NULL
False,"@orenjiungg Omg the indonesian newest revolution color palette yess",NULL
True,"Bersama Program Makan Bergizi Gratis, masa depan anak-anak jadi terjamin dan semakin tumbuh cerdas dan berinovasi.
#FaktaIndonesia
#MakanBergiziGratis
#DukungMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/PYk67z4GkQ",NULL
False,"Wartawan adalah ujung tombak demokrasi. Mereka hadir untuk bertanya, menggali informasi, dan memastikan publik mendapatkan jawaban yang jernih dari pemerintah. Apa yang dilakukan wartawan CNN itu bukanlah pelanggaran, apalagi penghinaan. Pertanyaannya sederhana, relevan, dan menyangkut kepentingan publik: “Soal makan bergizi gratis ada instruksi khusus gak pak?” Mencabut ID pers seorang wartawan hanya karena pertanyaan yang mewakili keresahan banyak orang, sama saja menutup ruang transparansi. Tugas wartawan bukan untuk menyenangkan penguasa, melainkan untuk mengawasi dan mengabarkan kebenaran. Jika pemerintah bereaksi dengan represi, maka yang dipertaruhkan bukan hanya kebebasan pers, melainkan juga kualitas demokrasi kita.",NULL
True,"Presiden Prabowo ingatkan untuk jangan politisasi kasus MBG, tujuan MBG untuk anak-anak Indonesia, untuk bangsa, untuk generasi emas Indonesia #KomitmenPemerintahJagaMBG https://t.co/0vihJ6oRU7",NULL
True,"[Jum'at, 26 September 2025]

Menu Makan Bergizi Gratis Kali Ini Lebih Modern✨ 

🍱Menu Basah :
French Fries
Scramble Egg
Tempe Goreng
Slice Timun & Tomat
Semangka

🥨Menu Kering : 
Roti
Telur Rebus 
Susu

Dengan Total Penerima Manfaat Sebanyak 1708

#sppg #sppgtambaan #mbg #makanbergizigratis #bgn #pasuruan",NULL
True,"@ntbd97__ ini makan bergizi gratis terus diperkuat agar anak-anak indonesia tumbuh sehat dan cerdas #KomitmenPemerintahJagaMBG",NULL
False,"Para siswa korban diduga keracunan MBG di Desa Sarinagen, Kecamatan Cipongkor, Kabupaten Bandung barat ditampung di puskesmas, GOR, hingga masjid di area Kantor Kecamatan Cipongkor, Rabu 24 September 2025.

Meski angka pasti korban keracunan belum diketahui, tetapi jika dilihat dari kondisi di lapangan kemungkinan lebih banyak dari kasus keracunan yang terjadi kemarin.

Puluhan ambulans pun hilir mudik mengantarkan korban keracunan ke pelayanan kesehatan yang lebih lengkap, salah satunya ke RSUD Cililin. Beberapa siswa bahkan ada yang kejang-kejang akibat kasus keracunan massal ini.

Plt Kepala Dinas Pendidikan Kabupaten Bandung Barat, Dadang A. Sapardan mengatakan, Pemerintah KBB sudah menetapkan insiden ini sebagai Kejadian Luar Biasa (KLB) untuk mempercepat penanganan dan penyelidikan lebih lanjut.

Video: Arya/PRFM

#PRFMNEWS #MBG #KeracunanMBG",NULL
False,"Akhirnya Kapolri Jenderal Listyo Sigit buka suara menjawab polemik 'dua tim reformasi'! Dalam wawancara eksklusif, ia dengan tegas membantah tim internalnya adalah 'tim tandingan' untuk Presiden Prabowo, melainkan sebuah 'respon cepat' untuk mengakselerasi perbaikan dari dalam. Namun, klarifikasi ini tetap berhadapan dengan tembok besar skeptisisme publik yang mempertanyakan: mungkinkah institusi yang bermasalah dapat secara efektif dan objektif mereformasi dirinya sendiri tanpa pengawasan independen dari luar?

​#kapolri #listyosigit #prabowo #presidenprabowo #reformasipolri #polri #kepolisian #istana #rosi #rosiannasilalahi #kompastv #klarifikasi #bukantimtandingan #konflikkepentingan #publikskeptis #beritapolitik #beritaterkini #beritaviral #politikindonesia #viral #trending #fyp",NULL
True,"It’s happening it’s time to move #jokes #satire #911 #down ",NULL
True,"Running pertama 1000 porsi, 9 Oktober 2025 #makanbergizigratis #mbg #sppg #BadanGiziNasional #sukoharjo ",NULL
True,"blackpink🖤💗😃 #kpopers #blackpink #forever #foryoupage ",NULL
False,"Menteri Koordinator Bidang Pangan, Zulkifli Hasan menegaskan bahwa Satuan Pelayanan Pemenuhan Gizi (SPPG) yang bermasalah akan ditutup sementara dan dievaluasi. Hal ini menyangkut banyaknya kasus keracunan dalam program Makan Bergizi Gratis (MBG). . ""Proses sanitasi diperbaiki, khususnya kualitas air dan alur limbah,"" ujarnya dalam Konferensi Pers Penanggulangan KLB pada Program Prioritas Makan Bergizi Gratis pada Minggu, 28 September 2025. . Selain itu, berbagai pihak yang terlibat dalam program MBG dituntut untuk aktif dalam melakukan pengawasan. . #MBG #BGN #Zulhas #Prabowo #MakanBergiziGratis #SPPG",NULL
True,"rekomendasi brand lokal Indonesia yg punya parfum sesuai dengan color of the year di Indonesia 🇮🇩❤️‍🩹

ada parfum kamu juga ga? 

#herogreen #bravepink #resistanceblue #indonesia #parfumlokal",NULL
False,"Adek temanya hero green, brave pink sama resistance blue kahh inii😃 https://t.co/03gfsCO1IS",NULL
True,"Brave pink &gt;___&lt; https://t.co/Xhc208FYf7",NULL
False,"Lisa hashtag nya #bravepink #herogreen 

Jennie hashtag nya #indonesiaku #merahputih 😭😭😭",NULL
True,"Makan Bergizi, Tumbuh Optimal! 🍽️
Kami hadirkan laporan menu harian program Makan Bergizi Gratis sebagai wujud keterbukaan dan tanggung jawab pelayanan kami.
Setiap porsi punya cerita tentang perhatian, harapan, dan kesehatan anak bangsa.
Terima kasih atas kepercayaannya. Mari terus dukung gerakan makan bergizi untuk Indonesia yang lebih sehat!
📅 [25 September 2025]
👨‍🍳🍛 Menu:
• Nasi putih
• Daging empal
• Tahu goreng
• Timun
• Melon

#MakanBergiziGratis #TransparansiGizi #GiziUntukAnak",NULL
False,"Wali Kota Tanjungpinang, H. Lis Darmansyah, SH menegaskan pentingnya komunikasi dan koordinasi antara Koordinator Wilayah Badan Gizi Nasional (BGN), Pemerintah Kota Tanjungpinang, serta Forum Koordinasi Pimpinan Daerah (Forkopimda) dalam menyukseskan pelaksanaan program Makan Bergizi Gratis (MBG) di Kota Tanjungpinang. Hal tersebut disampaikannya saat memimpin rapat evaluasi dan percepatan program MBG, di RM Soedoeng Rembulan, Sabtu (27/9).

Walikota Lis menegaskan pentingnya dukungan penuh terhadap program nasional Makanan Bergizi untuk Anak Sekolah (MBG). Menurutnya, keberhasilan program ini merupakan tanggung jawab bersama, bukan hanya pelaksana, tetapi juga seluruh elemen pemerintah dan Forkopimda. Pemko Tanjungpinang akan melakukan pengecekan langsung ke dapur umum guna memastikan standar Satuan Pelayanan Pemenuhan Gizi (SPPG) benar-benar terpenuhi, termasuk aspek sanitasi, kebersihan, dan prinsip higiene pangan.

Wawako Ariza juga menekankan pentingnya pusat informasi data SPPG MBG agar pengawasan lebih sistematis. Sementara itu, Korwil BGN Tanjungpinang memastikan distribusi makanan bergizi akan disesuaikan dengan jadwal sekolah dan terus melakukan edukasi terkait pengolahan pangan sehat. Pemko bersama Forkopimda akan terus melakukan pembinaan serta pengawasan di tujuh SPPG yang ada di Tanjungpinang, agar program ini tepat sasaran dan benar-benar bermanfaat bagi generasi penerus.

Baca selengkapnya di sini 👇🏻
https://humprofoto.tanjungpinangkota.go.id/news/sinergi-bersama-forkopimda-dan-korwil-bgn-lis-harapkan-penguatan-koordinasi-program-mbg.html

#MakanBergiziGratis #GenerasiSehat #KolaborasiPemko #TanjungpinangPeduli #ProkompimTanjungpinang",NULL
False,"Ada Apa Dengan POLRI, Trunojoyo bikin tim reformasi sendiri-sendiri. #polri #reformasi #prabowo #beritatiktok #fyp ",NULL
True,"AKSI DEMO
30 SEPTEMBER 2025

AYO RAKYAT 🇮🇩 KEMBALI SELAMATKAN NKRI

GEDUNG DPR RI
13.00 s/d MENANG
FOKUS

Selesaikan tuntutan 17+8

Sahkan RUU Perampasan Aset

Adili Jokowi

Lengserkan Fufufafa
ATAU NEPALKAN ✊

#BongkarIjazahPalsuGibran
#ReformasiPolri https://t.co/88RldIbUw7",NULL
False,"Dominasi purnawirawan TNI di jajaran pejabat tinggi BGN menjadi strategi untuk memastikan program MBG berjalan cepat, tepat, dan menyeluruh. Dengan pengalaman militer yang teruji, mereka diharapkan dapat menjaga kualitas distribusi makanan bergizi sekaligus meminimalkan risiko yang ada.

Update berita selengkapnya di BeritaSatu.com, Beritasatu TV, BTV, dan YouTube BeritaSatu!

#BadanGiziNasional #PurnawirawanTNI #MakanBergiziGratis #SaatnyaIndonesiaBerbenah #BeritaSatu",NULL
True,"A cyberattack on Collins Aerospace’s check-in systems caused major flight disruptions across European airports including Brussels, Berlin, and London. Brussels canceled nearly half of Monday departures. Investigation ongoing. #CollinsAerospace #Belgium
https://t.co/1plEC90k2Y",NULL
True,"Menu Makan Bergizi Gratis SPPG Cimalaka
🗓️ 29 September 2025 😋🫰🏻
__________________________________

Mitra Badan Gizi Nasional
SPPG Kecamatan Cimalaka, Kabupaten Sumedang, Jawa Barat
📍Saung Teko Sumedang

#makanbergizigratis #mbg #sppg #sppgcimalakasumedang #sppgsumedang #sppgsaungteko #mbgsumedang #menumbg #generasiemas2045 #akusukamenumbg#badangizinasional",NULL
True,"Introducing the colorful side of @panerai's Luminor Due 38mm collection, featuring a modern array of a pastel light blue, green, and powdery pink, all complemented by Panerai’s iconic sandwich dials. 

#Panerai #PaneraiLuminor #ColorRevolution #LuminorDue",NULL
False,"Pemerintah menyiapkan sejumlah langkah untuk menyikapi maraknya keracunan usai mengonsumsi Makan Bergizi Gratis di sejumlah daerah. 

Menteri Koordinator Bidang Pangan Zulkifli Hasan mengatakan, dalam rapat koordinasi, salah satu langkah yang diambil adalah menutup sementara Satuan Pelayanan Pemenuhan Gizi (SPPG) bermasalah. 

""Setiap SPPG juga harus punya SLHS (sertifikat laik higienis dan sanitasi),"" ujar Zulhas dalam konferensi pers di Jakarta, Minggu (28/9/2025).

Kreatif: Safira Nurulita
Produser: Reza Kurnia Darmawan

` #MBG #MakanBergiziGratis #Jakarta ##Cut",NULL
True,"https://t.co/ThfzMOE4cH",NULL
True,"@damesnpeacocks Pink green-tinted pfp? It's from Indonesia citizen. brave pink, and hero green are our signs of resistance to the corrupt govt, it's because of recent political chaos here",NULL
True,"Liputan6.com, Jakarta- Menyusul banyaknya laporan keracunan usai konsumsi makanan dari program Makan Bergizi Gratis (MBG), Badan Gizi Nasional (BGN) merilis aturan baru yang lebih ketat. Mulai kini, setiap dapur atau Satuan Pelayanan Pemenuhan Gizi (SPPG) wajib dipimpin oleh chef bersertifikasi guna menjamin mutu dan keamanan makanan.

“Kami juga membuat aturan lagi bahwa ketentuan semua dapur SPPG harus dipimpin oleh chef yang bersertifikasi,” kata Wakil Kepala Badan Gizi Nasional (BGN) Nanik S. Deyang di Kantor BGN, Jakarta Pusat, Jumat (26/9/2025).

Dalam implementasinya, roti dan makanan lain yang disajikan kepada siswa akan berasal dari hasil produksi ibu-ibu murid yang menerima manfaat program MBG.

“Roti itu nanti akan dibuat oleh ibunya, dan rotinya akan dimakan oleh anak-anaknya,” ujarnya.

Namun, Nanik juga menegaskan bahwa kebijakan ini akan menyesuaikan dengan kondisi daerah. Jika di suatu wilayah tidak memungkinkan untuk memproduksi bahan tertentu, seperti susu, maka penggunaan produk pabrikan masih diperbolehkan untuk sementara waktu.

""Kecuali ada susu yang di mana di dapur itu memang tidak ada peternakan susu, maka terpaksa untuk sementara kami bolehkan untuk menggunakan susu kemasan. Tapi untuk produk lain kami tidak akan mentolerir,” pungkasnya.

#DM_NewsUpdate
#MBG
Sumber link: Aturan Baru BGN Usai Ramai Kasus Keracunan: Semua Dapur SPPG Harus Dipimpin 2 Chef Bersertifikasi - News Liputan6.com https://share.google/7ycFWcfaW8lWiskBM",NULL
True,"Dive into the ultimate exterior makeover with Graffio Decor & Shield Topcoat. our high quality coatings to protect your home  form weather changes 💫🏡 

جدد مظهر منزلك الخارجي مع  ناشونال Graffio Decor , دهانات ذات جودة عالية توفر حماية استثنائية ضد العوامل الجوية.

#ColorRevolution #ExteriorGoals #VibrantStrength #NationalPaints",NULL
True,"Badan Gizi Nasional (BGN) mengambil langkah tegas: melarang penggunaan makanan ultra-proses dalam menu Makan Bergizi Gratis (MBG). Kebijakan ini bertujuan menjaga kualitas gizi, memastikan anak-anak mendapatkan santapan sehat tanpa tambahan bahan makanan berlebih. Nutrisi baik adalah fondasi generasi masa depan

#BGN #MBG #KesehatanAnak #GiziSeimbang #AntiMakananOlahan #UltraProcessedFood #MakanSehat #ProgramSosial #GiziUntukAnak #IndonesiaSehat",NULL
False,"Menu pembuka minggu ini 🤩.         #mbg #bgn #menuviral #makananbergizi ",NULL
True,"@henrysubiakto Padahal prabowo punya akun di X ini ..pasti dia tau carut marut makan bergizi gratis ini ..",NULL
False,"Pendistribusian pertama di hari senin,ke sekolah SD darul hikam rancaekek.
#MBG
#sppgrancaekek",NULL
True,"25.  Turned Libya from Africa's most prosperous nation into an ISIS hellhole, using the color revolution tactics that you later saw in Ukraine, and now in Nepal. 
https://t.co/ctazFt4bkp https://t.co/XDT78V4JIM",NULL
False,"Edisi.co.id -  Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi menyatakan dukungannya terhadap pembentukan Tim Transformasi Reformasi Polri yang digagas Kapolri Jenderal Listyo Sigit Prabowo. Prasetyo menilai tim tersebut sejalan dengan semangat Komite Reformasi Polri yang dibentuk Presiden Prabowo Subianto.

“Iya, kan semangatnya sebenarnya sama ya. Tapi kemudian, internal Kepolisian juga menginisiasi, ya kita apresiasi dengan membentuk tim reformasi,” ujar Prasetyo kepada wartawan di Kompleks Parlemen, Senayan, Jakarta, Selasa (23/9/2025).
simak selengkapnya di https://www.edisi.co.id/berita/9715966744/mensesneg-sambut-positif-pembentukan-tim-transformasi-reformasi-polri

#mensesneg
#reformasipolri 
#BeritaTerkini",NULL
False,"Menu hari ini..selamat makan team 

#MakanBergiziGratis
#menuhariini",NULL
True,"POLISI DIATAS HUKUM, POLISI BUKAN SEKEDAR  PENEGAK HUKUM,TAPI POLISI SUDAH MENJADI HUKUM",NULL
False,"Day 1 #makanbergizigratis ",NULL
False,"Strategi tanggal tuo #fy #sayurkeliling #mbg ",NULL
False,"Dimsum MBG kayak hidden gem, kira-kira di sekolah lain hidden gem mereka apa ya? #mbg #gasssnow https://t.co/XqaYWxlRyJ",NULL
True,"European Airports Hit by Cyber Disruption, Causing Flight Delays

#FlightDelays #TravelAlert #CyberAttack #EuropeanAirports #AviationNews #AOAMIR https://t.co/qJSFq0cFL0",NULL
False,"@HajiHariri_ @kang___L Hrs ny bkan cma listyo yg d pecat..tpi polri hrs d bubar kan..",NULL
False,"siapa cinta aku SAYANGGG, besok mbg ya sayang yaa #fy #fypage ",NULL
False,"mau yapping dikit.

menurut gw, MBG mending dialihkan ke buku gratis ga sih buat siswa2nya?",NULL
False,"Sing lagi rame di ponorogo.. soal Program Presiden Bapak Prabowo yaitu Makan Bergizi Gratis, ada yg mengalami kendara hingga muncul surat beredar di medsos untuk menghentikan Sementara program MBG 

Berita ini admin kutip dari : @gemasuryafm 

👉👉 Pihak SD Muhammadiyah Terpadu (SDMT) Ronowijan, Siman, mengaku kecewa dengan pengantaran program Makanan Bergizi Gratis (MBG). Pasalnya, sejak berjalan pada 11 September 2025, sudah empat kali pengantaran tidak sesuai jadwal yang disepakati, yakni pukul 11.00 WIB.

Puncaknya terjadi pada Kamis (25/9/2025). Saat itu, pengantaran tahap kedua untuk siswa kelas 4-6 baru tiba sekitar pukul 14.30 WIB. Padahal, kegiatan belajar mengajar (KBM) selesai pukul 14.30 WIB. Akibatnya, siswa terpaksa menahan lapar sejak siang, sebagian sudah pulang sebelum menerima makanan, dan kegiatan ekstrakurikuler terpaksa ditiadakan.

“Sejak awal kami menyambut baik program MBG dari pemerintah. Setidaknya ada 908 siswa SDMT yang mendapatkan manfaat dari program ini,” ujar Kepala SDMT Ponorogo, Jainal Abidin, Sabtu (27/9/2025).

Namun, Jainal menyayangkan keterlambatan yang terus berulang. “Berdasarkan kesepakatan, makanan harus diantar jam 11 siang. Bahkan kami memberi kelonggaran sampai lebih satu jam. Tapi kenyataannya, tetap saja sering terlambat. Puncaknya Kamis lalu, pengiriman tahap pertama untuk kelas 1-3 saja baru datang sekitar jam 1 siang, sedangkan tahap kedua malah sampai jam setengah 3 lebih,” tegasnya.

Menurutnya, kondisi tersebut mengganggu KBM siswa yang sudah dijadwalkan. “Karena anak-anak belum makan, kegiatan tambahan seperti ekstrakurikuler akhirnya kami tiadakan. Makanan yang datang terlambat sebagian dibungkus dibawa pulang siswa, sedangkan ratusan porsi lainnya terpaksa kami kembalikan ke SPPG,” jelasnya.

#ponorogo #ponorogoupate #makanbergizigratis",NULL
False,"WARTAWAN RASMI LAMAN REFORMASI: Kemelut FIFA: Rakyat Mesti Bersatu Sokong Penuh Ti... https://t.co/CZTsvd3WdB",NULL
True,"BGN bongkar rincian anggaran dana 15ribu makan bergizi gratis!! #makanbergizigratis #bgn #mbg #beritaterkini #fyppppppppppppppppppppppp",NULL
True,"@CynicalPublius ""USAID’s role in funding our OWN color revolution""

Color revolution?  I don't understand the use of that term?

🇺🇸🇺🇸🇺🇸",NULL
False,"@PartaiSocmed Pak @prabowo mohon dicek. jangan2 mereka ini yang bikin keracunan.",NULL
True,"Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini, meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045!
#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/36ZXEXVBtw",NULL
True,"https://t.co/PNLsBRtEZp",NULL
True,"@KangSemproel Kalau masalah itu buat pejabat bermental korup gampang ,Kang.
Udah biasa ngakalin, ini salah satu contohnya 👇
https://t.co/AvGdOtu8VO",NULL
True,"State Department Severs Ties With Armed Queers-Affiliated NGO; Marxist Group Nukes Socials

https://t.co/r0eCTgMYWp

#StateDepartment #woke #politics https://t.co/A8ncYCMFMu",NULL
False,"giliran ada yg masalah yg kena semua AG #ahligizi #prabowo #makanbergizigratis #fyp #mbg ",NULL
True,"@theJoyVilla @Pink He donated more money to black people than she ever will but she's for sure right, she's so smart and so brave. @Pink you're the definition of brain rot. But I don't wish death upon you no matter how bad I think you are for the world. And I think you're pretty bad",NULL
False,"@_riverheaven makanya harus ada reformasi polisi
tp jg bukan oleh lembaga kepolisian.. sama aja boong",NULL
False,"marebukkk ana buangen😓 #mbg#fypp",NULL
False,"MBG dan Kopdes program berbasis desa. Efek pengalihan TKD diharapkan mampu memotong birokrasi yang panjang. #tkd #gasssnow https://t.co/DPirroLce5",NULL
True,"@HeathrowAirport Hi @HeathrowAirport, could you confirm if the Collins systems have been restored?",NULL
False,"Rencana Presiden Prabowo Subianto untuk membentuk Komite Reformasi Polri mendapat sorotan publik belakangan ini.

Salah satu nama yang dipastikan bergabung dalam komite tersebut adalah Mahfud MD, mantan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam). https://t.co/sfy34pPksL",NULL
False,"WARTAWAN RASMI LAMAN REFORMASI: DEDAHKAN NOMBOR PENDAFTARAN KERETA YANG CUKAI JALA... https://t.co/JJrZPSVgHx",NULL
False,"Hari Pertama anak2 di SLB Amal Mulia mendapatkan MBG n antusias anak2 Senang Krn ad dri bbrp siswa yg dri rumah blm sarapan n ad jg yg tidak membawa uang jajan.Terimakasih Pak Presiden @prabowo 🙏
Terimakasih jg kepada Bpk @kapolresta_bengkulu beserta Ibu yg udh menjembatani akhirnya anak2 di sklh bisa dpt makan gratis jg n pak @thomihabibi22 selaku Ketua MBG wilayah Teluk Segara 🙏🙏🙏
Terimakasih 🙏😊
#makanbergizigratis 
#prabowo 
#polrestabengkulu 
#bhayangkaribengkulu",NULL
True,"Mayoritas Petani Indonesia Kini Gurem Sekjen Konsorsium Pembaruan Agraria (KPA) Dewi Kartika menegaskan bahwa kondisi mayoritas petani Indonesia saat ini berstatus gurem—petani dengan lahan garapan sangat sempit. “Petani kita mayoritas gurem, artinya itu indikator reforma agraria tidak kunjung dijalankan,” kata Dewi dalam audiensi dengan DPR RI, Rabu (24/9/2025). KPA, yang berdiri sejak 1994, selama ini memperjuangkan terciptanya sistem agraria yang adil. Namun, fenomena guremisasi justru semakin meluas di berbagai daerah. “Petaninya makin gurem tidak hanya di seluruh Jawa, Lampung, Bali, tapi juga bahkan di Papua sana petani gurem sudah ada, di Sulawesi Selatan petani gurem sudah ada,” jelas Dewi. Ironis, Indonesia dikenal sebagai negara agraris, tetapi kesejahteraan petaninya justru terpuruk. “Negara kita negara agraris tapi petaninya miskin-miskin,” tegas Dewi. — Selengkapnya klik link di bio atau download aplikasi inilah.com di AppStore & Google Play Store. #inilahNews #InilahCom #TitikTengah #TitikCerah #InilahNews #ReformaAgraria #KeadilanAgraria #Petani #PetaniGurem #Agraria #KPA #IndonesiaAgraris #BeritaHariIni",NULL
False,"AKBP Anggi melakukan pengecekan ke salah satu dapur makan bergizi gratis (MBG) yang ada di Kelurahan Tamanan, Kota Kediri. Pengecekan itu dilakukan mulai pukul 07.00 sampai 07.50. AKBP Anggi memastikan dapur MBG bisa berjalan sesuai prosedur. Shingga tidak ada kasus keracunan akibat mengonsumsi makanan bergizi gratis. Video: Hilda Nurmala Risani/JPRK #dapurmbg  #makanbergizigratis  #kediri  #radarkediri",NULL
False,"meh. dpt katering dr kantor pun kadang gk ku makan krn gk selera. apa lagi mbg yang beracun itu ._.a",NULL
False,"@CountryFirstRep And thank God he helped Obama launch the color revolution that installed Zelensky to kill Russians at a small fraction of the defense budget.

Nothing better than saving democracy with dictatorship.",NULL
False,"Di pagi hari ini saya melaksanakan pengecekan kegiatan apel pagi satuan kerja di lingkungan Polda Jabar. Pengecekan ini saya lakukan untuk memastikan kedisiplinan anggota dalam melaksanakan kewajiban apel pagi sebagai bagian dari budaya kerja Polri. Dalam kegiatan tersebut, saya menemukan masih adanya beberapa anggota yang datang terlambat. Kepada mereka, saya menekankan pentingnya sikap disiplin, karena apel pagi bukan sekadar kegiatan rutin, melainkan wujud tanggung jawab, kesiapan, serta loyalitas anggota Polri terhadap tugas dan institusi.  Saya memberikan penegasan agar setiap anggota menjadikan disiplin waktu sebagai cerminan profesionalisme dan integritas dalam bertugas. Di sisi lain, saya juga memberikan apresiasi kepada anggota yang hadir tepat waktu. Saya menilai bahwa ketepatan waktu menunjukkan dedikasi dan komitmen yang tinggi terhadap tugas kepolisian. Anggota yang disiplin akan menjadi contoh baik bagi rekan-rekan lainnya. #PoldaJabar #jabaristimewa #polripresisi #reformasipolri ",NULL
True,"Susu dalam program Makan Bergizi Gratis (MBG) bukan cuma minuman — tapi simbol perubahan besar. 💪
Langkah nyata menuju generasi cerdas, sehat, dan kuat dari kebijakan gizi berbasis bukti https://t.co/HSFZrYBD6g",NULL
True,"Program Makan Bergizi Gratis (MBG) di SLB Merdeka Candi — Energi untuk Belajar dan Tumbuh!

Hari ini, Senin 13 Oktober 2025, SLB Merdeka Candi Sidoarjo melaksanakan Program Makan Bergizi Gratis (MBG) dari pemerintah. 🍽️
Program ini bertujuan untuk memastikan setiap peserta didik mendapatkan asupan gizi yang seimbang demi mendukung tumbuh kembang, konsentrasi belajar, dan kesehatan anak-anak Indonesia. 🇮🇩

Dalam kegiatan hari ini, anak-anak menikmati menu lezat dan bergizi yang terdiri dari:
🍚 Nasi kuning gurih
🍗 Ayam suwir 
🍳 Kering tempe
🍠 Serundeng kelapa
🍉 Salad buah segar dengan keju parut

Dengan wajah ceria, para siswa menikmati setiap suapan penuh semangat. Kegiatan ini bukan hanya tentang makanan, tetapi juga bentuk kasih sayang dan perhatian terhadap masa depan generasi penerus bangsa. 💪✨

Program MBG merupakan salah satu inisiatif “Gerakan Nasional Pemberian Makanan Bergizi Gratis” yang diluncurkan pemerintah untuk mendukung pendidikan yang inklusif dan berkelanjutan.

#ProgramMBG #MakanBergiziGratis #slbmerdekacandi #slbmerdeka 
#SekolahInklusi #GiziUntukPrestasi #AnakSehatAnakCerdas #MerdekaBelajar #KurikulumMerdeka #GiziSeimbang #SLBSidoarjo #PendidikanUntukSemua #KementerianPendidikan #KesehatanAnak #BelajarDenganBahagia #AnakHebatIndonesia #SekolahBahagia #MerdekaMengajar #AnakIstimewa #SidoarjoCerdas",NULL
True,"🍽️✨ Menu Bergizi Hari Ini! ✨🍽️

Senin, 29 September 2025
Hari ini kita nikmati sajian sehat penuh gizi :
🍚 Nasi Putih
🍗 Ayam Goreng Lengkuas
🥦 Sop Sayur
🍊 Jeruk
🍴 Tahu Goreng

💪 Porsi lengkap dengan energi, protein, lemak, dan karbohidrat seimbang untuk bantu tubuh tetap sehat & semangat beraktivitas seharian!

👉 Jangan lupa habiskan makananmu ya 🌱

#sppg #satuanpelayananpemenuhangizi #mbg #makanbergizigratis #menumbg #badangizinasional #bgn",NULL
False,"Dengan dibentuknya tim pengawas khusu BGN akan menjamin program MBG berjalan dengan aman. 
#makanbergizigratis #MBG #pengawasanBGN #indonesiaemas #dukungmbg @bemkm_ugm",NULL
False,"⚠️ Sai che può succedere se… un attaccante compromette le pipeline di Machine Learning della tua azienda?

Le pipeline di Machine Learning (ML) sono sempre più integrate nei processi aziendali.
Se non sono protette, un attaccante può:

➡️ Alterare i dataset di training (data poisoning) per manipolare i risultati.
➡️ Inserire modelli malevoli in fase di deploy.
➡️ Sfruttare vulnerabilità delle librerie ML per eseguire codice arbitrario.
➡️ Rubare modelli e pesi per riutilizzarli o rivenderli.

👉 Ricorda: una pipeline ML compromessa non è solo un rischio IT, ma può alterare decisioni critiche di business.

💡 ZBFOX può aiutarti a implementare controlli di sicurezza specifici per MLOps, data integrity e monitoraggio dei modelli.

#CyberSecurity #InfoSec #MLSecurity #MLOps #AIsecurity #DataProtection #ITSecurity #NetworkSecurity #DigitalSecurity #CyberThreats #CyberAttack #SecurityAwareness #CyberDefense #ZBFOX",NULL
False,"MBG bagusnya cuna di nama ""makan bergizi gratis"" Yang kalo beneran kesampean tuh bagus banget, tapi dr awal ini program muncul tuh udh keliatan bgt bakal kaya apa.. ,selain nama sisanya Boo semua 👎👎👎👎.. Ini presiden sama kabinet gatau siapa yg pilih deh",NULL
False,"Niggas. Were the Spartacist uprising and the February Revolution color revolutions? ☹️",NULL
False,"Mensesneg Prasetyo Hadi mengatakan Presiden Prabowo memberi arahan yang bersifat teknis dan detail mulai dari kedisiplinan prosedur, standar kebersihan hingga kualitas air yang digunakan dapur MBG.

Simak berita selengkapnya di sini: https://t.co/1LnhdQwxFt",NULL
True,"#sangkomandanprofdasco #atumlawyer #atuminstitutemedia #gerakansolidaritasnasional #fypシ゚viral🖤tiktok ",NULL
